"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ftype","length_bp","gene","EC_number","COG","product"
"PHJJKLOP_00177",384.919363121216,3.36441058929009,0.136740545893091,24.6043378525088,1.13511908523196e-133,8.58218823531433e-133,"CDS",414,"","","","hypothetical protein"
"PHJJKLOP_00178",25.8856513022002,1.0423636730911,0.378955408350992,2.75062355654691,0.00594819548782871,0.00834140388316589,"CDS",276,"","","","hypothetical protein"
"PHJJKLOP_00183",131.201868219866,3.23497481593953,0.215568855919557,15.0066891719586,6.63792992335567e-51,2.52849391736983e-50,"CDS",396,"","","","hypothetical protein"
"PHJJKLOP_00184",72.9342725490079,3.50503142979865,0.30160133824671,11.621405429347,3.20814786964416e-31,9.18278654083615e-31,"CDS",174,"","","","hypothetical protein"
"PHJJKLOP_00185",159.439541789024,3.51973863181969,0.207846026177252,16.9343561508269,2.51090642674194e-64,1.10879850172056e-63,"CDS",312,"","","","hypothetical protein"
"PHJJKLOP_00186",55.1049064510563,3.5461646972182,0.348797856832962,10.1668190550736,2.78867243126163e-24,7.30471151285854e-24,"CDS",291,"","","","hypothetical protein"
"PHJJKLOP_00187",217.148448038513,3.92778308365688,0.193672962076671,20.2804926487465,1.9120670467641e-91,1.08422892765373e-90,"CDS",312,"","","","hypothetical protein"
"PHJJKLOP_00188",22.4140882849708,3.1021114499205,0.517412577047463,5.99543108832458,2.02946344155285e-09,3.76003313366908e-09,"CDS",162,"","","","hypothetical protein"
"PHJJKLOP_00189",149.723140409596,3.73777831107354,0.227236248673077,16.4488647075452,8.54550447719148e-61,3.66550722130534e-60,"CDS",303,"","","","hypothetical protein"
"PHJJKLOP_00190",64.457510093822,3.34902995235519,0.306938914894398,10.9110633739857,1.02055507203386e-27,2.80582358647325e-27,"CDS",165,"","","","hypothetical protein"
"PHJJKLOP_00191",41.8553990380002,4.8531525703959,0.537795027286514,9.02416780401048,1.81066313062904e-19,4.32306651762626e-19,"CDS",270,"","","","hypothetical protein"
"PHJJKLOP_00192",2794.04433664609,4.5963841869869,0.0838717136265068,54.8025548572344,0,0,"CDS",852,"","","","hypothetical protein"
"PHJJKLOP_00193",1367.53851979026,4.51977601209572,0.101593450692958,44.4888521973296,0,0,"CDS",516,"","","","hypothetical protein"
"PHJJKLOP_00194",863.69766566687,4.43402943790941,0.123471804265631,35.9112711139319,2.03741782206354e-282,3.21054155750433e-281,"CDS",693,"","","","hypothetical protein"
"PHJJKLOP_00196",330.228952451176,4.83196642023964,0.198653471631176,24.3235941489649,1.10354155258212e-130,8.19851962389796e-130,"CDS",342,"","","","hypothetical protein"
"PHJJKLOP_00197",19.8570577316945,4.94529899355088,0.798825151680422,6.19071518109798,5.98918447527384e-10,1.12777473704213e-09,"CDS",147,"","","","hypothetical protein"
"PHJJKLOP_00198",75.7354028949854,4.26844204408653,0.351214387846374,12.1533803619503,5.50418118599531e-34,1.647951847087e-33,"CDS",174,"","","","hypothetical protein"
"PHJJKLOP_00199",693.518888348112,5.22266596353169,0.293478755228188,17.7957207139949,7.62796598132652e-71,3.63664492804006e-70,"CDS",189,"","","","hypothetical protein"
"PHJJKLOP_00200",1000.38765540918,4.91353196542309,0.131513236038108,37.3615014993573,1.64939565351047e-305,2.92206543586411e-304,"CDS",285,"","","","hypothetical protein"
"PHJJKLOP_00201",274.992464232345,4.98821817155842,0.223253569347397,22.343285198708,1.40333721083636e-110,9.29555665761958e-110,"CDS",300,"","","","hypothetical protein"
"PHJJKLOP_00202",532.107522033744,4.93715706953897,0.170550577857925,28.9483455966465,2.94410993631769e-184,2.92846018250337e-183,"CDS",204,"","","","hypothetical protein"
"PHJJKLOP_00203",3233.69703084707,5.20058440927291,0.0861202731542363,60.3874583625503,0,0,"CDS",747,"","","","hypothetical protein"
"PHJJKLOP_00204",2834.91608899191,2.35177487581596,0.0657938516224267,35.7445995001503,8.02577014452523e-280,1.25807098495856e-278,"CDS",252,"","","","hypothetical protein"
"PHJJKLOP_00205",1331.47173710045,5.45880371314495,0.126344138735911,43.2058326390204,0,0,"CDS",156,"","","","hypothetical protein"
"PHJJKLOP_00206",1810.49797617146,3.89686119736802,0.0887567195551173,43.9049709914988,0,0,"CDS",189,"","","","hypothetical protein"
"PHJJKLOP_00207",781.22407479919,5.74442614409057,0.178845980064173,32.1194031983797,2.36311689981544e-226,2.98530464052633e-225,"CDS",159,"","","","hypothetical protein"
"PHJJKLOP_00210",318.814779752395,1.42560948107915,0.117618623997493,12.120610092408,8.21453531128963e-34,2.44963333884474e-33,"CDS",306,"","","","hypothetical protein"
"PHJJKLOP_00214",2409.3304141926,1.08007706520599,0.0784696602612185,13.7642633039382,4.18124680732748e-43,1.44891816448362e-42,"CDS",663,"MroQ","3.4.22.-","","Membrane-embedded CAAX protease MroQ"
"PHJJKLOP_00215",317.061105166291,1.56642920015207,0.118237976283603,13.2481056373536,4.62736533569366e-40,1.52245404561174e-39,"CDS",1293,"gmuC_1","","COG1455","PTS system oligo-beta-mannoside-specific EIIC component"
"PHJJKLOP_00216",748.685330660428,1.28755252794792,0.0926148466225327,13.9022259918602,6.14016260750429e-44,2.15517548028931e-43,"CDS",630,"","","","hypothetical protein"
"PHJJKLOP_00234",1129.29605101573,2.70673408041873,0.0909817495088663,29.7502971203577,1.71886042355817e-194,1.83795289576185e-193,"CDS",2133,"feoB","","COG0370","Fe(2+) transporter FeoB"
"PHJJKLOP_00235",284.497214066167,3.00957483014569,0.146997508152629,20.473645220032,3.69890909016101e-93,2.13794089110851e-92,"CDS",474,"","","","hypothetical protein"
"PHJJKLOP_00257",2889.12839902759,1.40272636015573,0.0685244313273372,20.470456054644,3.94907643535809e-93,2.27813773554184e-92,"CDS",645,"","","","hypothetical protein"
"PHJJKLOP_00262",88.1204937471161,1.58808879863003,0.207420383530834,7.65637769826006,1.9125071407988e-14,4.09003312825115e-14,"CDS",933,"lnrL","3.6.3.-","COG1131","Linearmycin resistance ATP-binding protein LnrL"
"PHJJKLOP_00280",8376.49184254194,1.34237350803592,0.0647874867123225,20.7196416492663,2.30393695624314e-95,1.36323858636205e-94,"CDS",654,"mecA","","COG4862","Adapter protein MecA 1"
"PHJJKLOP_00281",16016.0482794038,2.20438638350041,0.0605978980760006,36.3772746826253,9.73892195775171e-290,1.56765227642519e-288,"CDS",399,"spxA_1","","COG1393","Regulatory protein Spx"
"PHJJKLOP_00294",4588.0002962608,2.06804311561672,0.0722511769221082,28.6229678700765,3.47972818367771e-180,3.37162012360228e-179,"CDS",948,"iolS","1.1.1.-","COG0667","Aldo-keto reductase IolS"
"PHJJKLOP_00295",2326.87755516513,1.64661509582049,0.0664598557451146,24.7760859147145,1.62332772836605e-135,1.24621620993024e-134,"CDS",1260,"cypC","1.11.2.4","","Fatty-acid peroxygenase"
"PHJJKLOP_00303",550.803510366825,2.50503541251297,0.107455919453745,23.3122142106957,3.3332406213516e-120,2.32627562245378e-119,"CDS",285,"","","","hypothetical protein"
"PHJJKLOP_00304",8219.02629926048,2.37183522485699,0.0692292835930163,34.2605773418151,3.03482016417383e-257,4.41080173375555e-256,"CDS",480,"","","","Putative universal stress protein"
"PHJJKLOP_00305",1160.15377421159,1.96097011759652,0.0942258821127762,20.8113744719258,3.414149780088e-96,2.02816754793323e-95,"CDS",129,"","","","hypothetical protein"
"PHJJKLOP_00316",2522.73935653465,2.86793553187252,0.0736674852440578,38.9308189681126,0,0,"CDS",1755,"adeC","3.5.4.2","","Adenine deaminase"
"PHJJKLOP_00321",2350.72281058341,1.91819343867559,0.0734164748889449,26.127561171756,1.77321788373e-150,1.4625383867459e-149,"CDS",435,"hit","","COG0537","Protein hit"
"PHJJKLOP_00322",3107.85131961287,1.8779858841528,0.0675501856923774,27.8013430296864,4.17854606097672e-170,3.84940520201978e-169,"CDS",345,"","","","hypothetical protein"
"PHJJKLOP_00323",11819.4718982318,1.17582596943022,0.0568705117697594,20.6754947834927,5.75733821277518e-95,3.37328191957904e-94,"CDS",1011,"prsA_1","5.2.1.8","","Foldase protein PrsA"
"PHJJKLOP_00326",1109.36996718196,1.2885311388989,0.0775883055202819,16.6072854698711,6.17237748566574e-62,2.67053442082128e-61,"CDS",1221,"","","","hypothetical protein"
"PHJJKLOP_00343",123.354099914727,1.43389266224203,0.181327863347641,7.90773483881505,2.62114365126221e-15,5.75766991333754e-15,"CDS",1422,"uxaB","1.1.1.58","COG0246","Altronate oxidoreductase"
"PHJJKLOP_00365",156.90838685804,1.39481892101648,0.158840516836003,8.78125398229835,1.61662027352985e-18,3.7932297013702e-18,"CDS",591,"","","","hypothetical protein"
"PHJJKLOP_00369",10.7802117986047,1.28857806216116,0.588654601437493,2.18902232143342,0.0285952176760683,0.0377987115771075,"CDS",327,"licA_1","","COG1447","Lichenan-specific phosphotransferase enzyme IIA component"
"PHJJKLOP_00370",505.537467854822,3.9912436161107,0.162796011746832,24.5168390385237,9.76994449290441e-133,7.34955120898387e-132,"CDS",1980,"licR_1","","COG1762","putative licABCH operon regulator"
"PHJJKLOP_00371",230.696535468972,5.98528286871994,0.3277279304707,18.2629623911626,1.6319192085938e-74,8.0759770421981e-74,"CDS",315,"","","","hypothetical protein"
"PHJJKLOP_00382",24426.1807543228,2.44929988600003,0.051629607239734,47.4398318512688,0,0,"CDS",2019,"","3.2.1.17","","Muramidase-2"
"PHJJKLOP_00437",162915.169266477,2.00624129441801,0.0495534411174981,40.4864172734429,0,0,"CDS",1575,"","","","hypothetical protein"
"PHJJKLOP_00449",7696.96779238634,1.1452165911512,0.0656476318288347,17.4449033308188,3.76354724430911e-68,1.74969882755613e-67,"CDS",306,"rpoZ","2.7.7.6","","DNA-directed RNA polymerase subunit omega"
"PHJJKLOP_00455",5202.41015531202,1.38003299453654,0.0598122700805396,23.0727406379706,8.69760558448439e-118,5.97262181650143e-117,"CDS",774,"","","","hypothetical protein"
"PHJJKLOP_00456",1204.64628881784,1.39211784728254,0.0943419853276933,14.7560796229491,2.81155887160519e-49,1.05618660747628e-48,"CDS",570,"thiT","","","Thiamine transporter ThiT"
"PHJJKLOP_00475",4591.56334223588,1.0211062910468,0.0620774169642798,16.4489171905196,8.53810339549429e-61,3.66550722130534e-60,"CDS",246,"veg","","COG4466","Protein Veg"
"PHJJKLOP_00489",677.000969669437,1.05833735049305,0.110720192350584,9.55866611161525,1.19284141640843e-21,2.96625182784621e-21,"CDS",327,"","","","hypothetical protein"
"PHJJKLOP_00492",1303.0861963355,1.1001646048559,0.0721695065016668,15.2441752505332,1.79991349167241e-52,7.03517101053159e-52,"CDS",516,"","","","hypothetical protein"
"PHJJKLOP_00499",1206.50226307387,2.19495454713342,0.0840330861949582,26.1201229958529,2.15414424199229e-150,1.77184281882552e-149,"CDS",738,"","1.-.-.-","","putative oxidoreductase"
"PHJJKLOP_00507",777.115445351536,2.89192427971735,0.101563147652432,28.4741497931322,2.4486227515173e-178,2.34973606347526e-177,"CDS",483,"","","","hypothetical protein"
"PHJJKLOP_00517",52.3698325474505,1.33787679427745,0.267852599812058,4.9948247477015,5.88892195144701e-07,1.00521278920367e-06,"CDS",108,"","","","hypothetical protein"
"PHJJKLOP_00518",1602.02663395362,1.67288991524573,0.0706055880562311,23.6934492198185,4.21234771698137e-124,2.99566961155397e-123,"CDS",1650,"mutS_1","","","DNA mismatch repair protein MutS"
"PHJJKLOP_00521",143.656534643104,1.52055435141269,0.167514559625986,9.07714741218713,1.11457600793223e-19,2.67391071133743e-19,"CDS",783,"","","","hypothetical protein"
"PHJJKLOP_00522",547.951065929239,1.5518124194936,0.100515824264264,15.4384887240617,9.01888331950797e-54,3.58123828363486e-53,"CDS",918,"bcrA_1","","","Bacitracin transport ATP-binding protein BcrA"
"PHJJKLOP_00531",2074.86505093511,1.23183610860698,0.0666967619114093,18.4692041008405,3.65432187428424e-76,1.84503198846661e-75,"CDS",675,"","","","hypothetical protein"
"PHJJKLOP_00532",166.410979906203,1.17223871524547,0.153069833271965,7.65819554505365,1.88563630836874e-14,4.03833698659229e-14,"CDS",165,"","","","hypothetical protein"
"PHJJKLOP_00534",10.2125081000044,1.30514421030202,0.580063869672073,2.25000086807657,0.024448890205247,0.0324900032288102,"CDS",708,"","","","hypothetical protein"
"PHJJKLOP_00535",4.6508629366226,1.96802520480665,0.944358896169832,2.08398016134401,0.0371619718550435,0.048544041768761,"CDS",291,"","","","hypothetical protein"
"PHJJKLOP_00554",16.8220124836766,2.14721897665897,0.49269209804251,4.35813560881123,1.3117510021382e-05,2.14026294299824e-05,"CDS",192,"","","","hypothetical protein"
"PHJJKLOP_00570",21.6163317397053,1.02165106295964,0.407574451247499,2.50666119976997,0.0121877469821354,0.0166469500294313,"CDS",447,"btuD_3","7.6.2.8","","Vitamin B12 import ATP-binding protein BtuD"
"PHJJKLOP_00577",368.158682234055,1.02391908756123,0.11286471117061,9.07209239222201,1.16753038026404e-19,2.79870773299482e-19,"CDS",408,"mntD","","COG1108","Manganese transport system membrane protein MntD"
"PHJJKLOP_00587",934.244582142309,3.51105184361874,0.111116204014986,31.5980182615417,3.93091218523565e-219,4.76483849497796e-218,"CDS",528,"msrA_1","1.8.4.11","COG0225","Peptide methionine sulfoxide reductase MsrA"
"PHJJKLOP_00631",23671.8163575483,1.20000393447664,0.0558387500335697,21.4905228672779,1.90948943452902e-102,1.19353055678077e-101,"CDS",1485,"guaB","1.1.1.205","COG0516","Inosine-5'-monophosphate dehydrogenase"
"PHJJKLOP_00657",22617.5160039818,1.6991894944793,0.0533385033560869,31.8567148975955,1.06260784593263e-222,1.3038720863616e-221,"CDS",1293,"purA","6.3.4.4","COG0104","Adenylosuccinate synthetase"
"PHJJKLOP_00661",2232.65080546963,1.4179114661528,0.0706521329239342,20.0689123947518,1.3799123248465e-89,7.67928903455469e-89,"CDS",1731,"pox5","1.2.3.3","COG0028","Pyruvate oxidase"
"PHJJKLOP_00737",307.843052941564,3.01829554486748,0.144066713476317,20.9506795292006,1.84973019639973e-97,1.10761844160416e-96,"CDS",339,"","","","hypothetical protein"
"PHJJKLOP_00738",775.373985739701,4.99017730589566,0.139802117650333,35.6945759461018,4.79844319903201e-279,7.48257236349054e-278,"CDS",549,"","","","hypothetical protein"
"PHJJKLOP_00748",55.213838165755,1.50158960303457,0.283244490202927,5.30139033581476,1.14924074108692e-07,2.02520705050867e-07,"CDS",1188,"","","","IS110 family transposase ISBth13"
"PHJJKLOP_00749",4498.06591741296,1.56021138762356,0.075495065819099,20.6664021111278,6.95087294590692e-95,4.06463156250885e-94,"CDS",1005,"oppD_1","","COG0444","Oligopeptide transport ATP-binding protein OppD"
"PHJJKLOP_00750",5139.18207784256,1.11069386663115,0.0646163588043665,17.1890506859711,3.20741111851767e-66,1.4549983164912e-65,"CDS",945,"oppF_1","","COG4608","Oligopeptide transport ATP-binding protein OppF"
"PHJJKLOP_00751",2612.25003972959,1.10948684015188,0.0649950465434323,17.0703291890171,2.4680435735058e-65,1.09960155641017e-64,"CDS",963,"gsiC","","COG0601","Glutathione transport system permease protein GsiC"
"PHJJKLOP_00753",31942.5089274548,2.14065555729852,0.0527253871995311,40.6000917394412,0,0,"CDS",1782,"","","","hypothetical protein"
"PHJJKLOP_00759",1320.55938136395,1.85135579430836,0.0857565142346575,21.5885150047313,2.30294208202971e-103,1.45158075654673e-102,"CDS",453,"yueI","","COG5506","putative protein YueI"
"PHJJKLOP_00760",2514.03798930521,5.94429707261125,0.109672003820298,54.2006789841389,0,0,"CDS",951,"yclN","","COG4606","Petrobactin import system permease protein YclN"
"PHJJKLOP_00761",4829.72714297595,5.82650647368022,0.0953178122357346,61.1271528061348,0,0,"CDS",960,"yclO","","COG4605","Petrobactin import system permease protein YclO"
"PHJJKLOP_00762",3052.9427748976,5.53712795114318,0.101389950629664,54.6121969362433,0,0,"CDS",756,"yclP","7.2.2.-","COG4604","Petrobactin import ATP-binding protein YclP"
"PHJJKLOP_00763",9914.68712548471,5.96003467010638,0.0844423045139895,70.5811465521881,0,0,"CDS",954,"yclQ","","COG4607","Petrobactin-binding protein YclQ"
"PHJJKLOP_00769",2620.4494228621,1.34706453399648,0.0638439671105785,21.0993237883126,8.06816363202182e-99,4.88989512434683e-98,"CDS",900,"","","","hypothetical protein"
"PHJJKLOP_00780",1885.40388552266,1.51916587139722,0.0709248619346744,21.4193701610087,8.81729847230677e-102,5.47696921703039e-101,"CDS",510,"queT_2","","COG4708","Queuosine precursor transporter QueT"
"PHJJKLOP_00781",15387.8376307662,5.92173487369611,0.0713659401390878,82.9770456628892,0,0,"CDS",540,"bioY2","","COG1268","Biotin transporter BioY2"
"PHJJKLOP_00793",2118.17824654989,1.31051294879815,0.0652258162888997,20.091936343021,8.68097141447491e-90,4.84903515204065e-89,"CDS",447,"msrB","1.8.4.12","","Peptide methionine sulfoxide reductase MsrB"
"PHJJKLOP_00798",9513.45700815011,1.52087857580314,0.0794968907244799,19.131296355655,1.38584731547521e-81,7.29213859847586e-81,"CDS",375,"","","","hypothetical protein"
"PHJJKLOP_00799",71.0036473291805,1.00563909309617,0.262076298168691,3.83719970147347,0.000124445269959172,0.000193452304391361,"CDS",954,"","","COG2826","IS30 family transposase IS1252"
"PHJJKLOP_00800",8098.33451327162,2.54366346083292,0.0576164212394174,44.1482377092299,0,0,"CDS",1353,"brnQ_1","","COG1114","Branched-chain amino acid transport system 2 carrier protein"
"PHJJKLOP_00801",1351.34040770483,1.14036560729979,0.0809272648976398,14.0912411749263,4.29938160575979e-45,1.52878248546851e-44,"CDS",591,"","","","Potassium channel"
"PHJJKLOP_00816",4247.8726008135,1.01424224256528,0.0586793620414413,17.2844797093907,6.15744431693382e-67,2.81886671022933e-66,"CDS",1371,"dinF","","COG0534","DNA damage-inducible protein F"
"PHJJKLOP_00817",1881.10974932898,1.71543559148829,0.0689763544800143,24.8699080202236,1.5751491540027e-136,1.21546303275363e-135,"CDS",324,"","","","hypothetical protein"
"PHJJKLOP_00818",6292.06803871036,2.20647436599084,0.0610476230893109,36.1434934618638,4.70781763546698e-286,7.53754331582253e-285,"CDS",609,"ctc","","COG1825","General stress protein CTC"
"PHJJKLOP_00829",1141.88736386318,1.39196961353225,0.08151510542257,17.0762168105697,2.23125068442213e-65,9.9558339033679e-65,"CDS",1593,"ubiB","2.7.-.-","COG0661","putative protein kinase UbiB"
"PHJJKLOP_00837",319.78269455588,1.71102337324766,0.127084867791654,13.4636279124338,2.56030090677818e-41,8.62265569729344e-41,"CDS",270,"rpsN2_2","","COG0199","Alternate 30S ribosomal protein S14"
"PHJJKLOP_00838",2138.61642464032,2.1453216097884,0.0746194281529049,28.7501748926883,9.01209319809654e-182,8.81771471735328e-181,"CDS",948,"","","","Zinc-type alcohol dehydrogenase-like protein"
"PHJJKLOP_00848",1120.32781057836,1.11975472259171,0.0747709848919678,14.975792069739,1.05700984605009e-50,4.02120391241928e-50,"CDS",1176,"opuCA_1","7.6.2.9","COG1125","Carnitine transport ATP-binding protein OpuCA"
"PHJJKLOP_00852",11298.5798639932,1.08162216178085,0.0617735059814544,17.5094831448545,1.21290311225778e-68,5.67411237203091e-68,"CDS",699,"","","","hypothetical protein"
"PHJJKLOP_00856",53420.1610550952,5.09441791364322,0.0628457380404643,81.0622656760446,0,0,"CDS",2598,"adhE","","COG1012","Aldehyde-alcohol dehydrogenase"
"PHJJKLOP_00857",132.122605169874,1.47046006535739,0.1813356863838,8.10904954607301,5.10172424572443e-16,1.13904268394474e-15,"CDS",954,"","","COG2826","IS30 family transposase IS1252"
"PHJJKLOP_00865",950.95853979349,1.74384513482451,0.0882853685009087,19.7523685343915,7.65424282100427e-87,4.19721666778146e-86,"CDS",645,"kdgA","","COG0800","KHG/KDPG aldolase"
"PHJJKLOP_00866",693.098959518662,1.38089312443829,0.105140803802694,13.1337508797218,2.10943539276776e-39,6.87979255549747e-39,"CDS",1008,"kdgK","2.7.1.45","","2-dehydro-3-deoxygluconokinase"
"PHJJKLOP_00884",622.631241853665,3.82355598909559,0.127479620842078,29.9934684762848,1.19399900896056e-197,1.30946264938752e-196,"CDS",168,"","","","hypothetical protein"
"PHJJKLOP_00885",591.234822723588,1.61063583833561,0.109425500887497,14.7190172790851,4.86681325470233e-49,1.82368446615504e-48,"CDS",441,"","3.1.2.28","","1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
"PHJJKLOP_00886",852.808442481078,1.33424482813336,0.095154608421923,14.0218624222299,1.14568085610064e-44,4.04978569441006e-44,"CDS",846,"nnrD","4.2.1.136","COG0063","ADP-dependent (S)-NAD(P)H-hydrate dehydratase"
"PHJJKLOP_00889",47.28252477382,1.22759230546906,0.272971409199288,4.4971460896582,6.88716679843009e-06,1.13735120763926e-05,"CDS",318,"","1.2.1.97","","3-sulfolactaldehyde dehydrogenase"
"PHJJKLOP_00892",5392.70069815591,1.22188870571267,0.06002096999621,20.3576967481502,3.96803561629461e-92,2.2672325639668e-91,"CDS",1080,"pepA","3.4.11.7","COG1363","Glutamyl aminopeptidase"
"PHJJKLOP_00893",2118.30042667609,1.24407307370408,0.0716902141377861,17.3534573535102,1.85722511336227e-67,8.59433074096854e-67,"CDS",321,"ytpP","","","Thioredoxin-like protein YtpP"
"PHJJKLOP_00894",5393.57218223296,1.7699266845095,0.0631477748362682,28.0283302000527,7.33970121130317e-173,6.84581477465473e-172,"CDS",468,"","","","Putative universal stress protein"
"PHJJKLOP_00923",1444.3473710032,1.064477580133,0.0954401639330816,11.1533502905481,6.89600177819951e-29,1.92419658191326e-28,"CDS",954,"","","COG2826","IS30 family transposase IS1252"
"PHJJKLOP_00936",362.727363166372,1.27220601702016,0.110546601640483,11.5083231699659,1.19784822199646e-30,3.40908514891389e-30,"CDS",393,"","","","IS630 family transposase IS642"
"PHJJKLOP_00953",941.906679364833,1.47968060444834,0.0815316254365375,18.1485478368157,1.31840437758318e-73,6.42883176951799e-73,"CDS",1092,"","1.-.-.-","","putative oxidoreductase"
