"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ftype","length_bp","gene","EC_number","COG","product"
"PHJJKLOP_00110",2324.83348305527,-1.43404337917401,0.069334301928486,-20.6830290244089,4.9249299801712e-95,2.89122360012403e-94,"CDS",1008,"arnC_2","2.4.2.53","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"
"PHJJKLOP_00111",3010.48977753844,-1.43124661555352,0.0632871921967431,-22.6151068782472,3.07784810078871e-113,2.08015286992357e-112,"CDS",1068,"rfbB","4.2.1.46","COG1088","dTDP-glucose 4,6-dehydratase"
"PHJJKLOP_00112",2671.27566555891,-1.53861081954864,0.0681583987418776,-22.5740458688811,7.79745221343145e-113,5.23443316749187e-112,"CDS",702,"ispD","2.7.7.60","COG1211","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"PHJJKLOP_00113",991.192891855109,-1.31967304651406,0.0797899268383557,-16.5393439849563,1.91091989969043e-61,8.25583575710412e-61,"CDS",390,"","","","hypothetical protein"
"PHJJKLOP_00114",660.342658202946,-1.40850430547866,0.0954394240163849,-14.7580972956925,2.7287090313628e-49,1.02635111054023e-48,"CDS",342,"","","","hypothetical protein"
"PHJJKLOP_00117",4321.57762708743,-1.70727589481306,0.0601388130107344,-28.3889190581185,2.77089837926259e-177,2.63367293571816e-176,"CDS",1392,"","","","hypothetical protein"
"PHJJKLOP_00119",11790.3581791828,-2.01005934632363,0.0528343402627815,-38.0445622359668,0,0,"CDS",2139,"arnC_3","2.4.2.53","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"
"PHJJKLOP_00120",4268.90293953277,-2.03548890943163,0.0617184323468033,-32.9802432115251,1.55957550505196e-238,2.08453975987749e-237,"CDS",1587,"","","","hypothetical protein"
"PHJJKLOP_00121",3108.1718918051,-2.10362588163662,0.0621056153727622,-33.8717500665683,1.73653134431734e-251,2.47579754518386e-250,"CDS",1221,"btuD_1","7.6.2.8","","Vitamin B12 import ATP-binding protein BtuD"
"PHJJKLOP_00122",1290.93177686108,-2.90335020343493,0.0937092819888338,-30.9825253359735,9.26980892991361e-211,1.07157559599079e-209,"CDS",807,"tagG","","COG1682","Teichoic acid translocation permease protein TagG"
"PHJJKLOP_00123",4398.22920688409,-1.48288144027926,0.061773410434329,-24.0051735828267,2.455520649363e-127,1.80634614845032e-126,"CDS",1281,"","","","hypothetical protein"
"PHJJKLOP_00125",5203.70652815544,-1.02167374519821,0.055652005420733,-18.3582556904155,2.83570280648856e-75,1.42212633209828e-74,"CDS",852,"rmlD","1.1.1.133","","dTDP-4-dehydrorhamnose reductase"
"PHJJKLOP_00128",5172.94473150951,-1.33384625399969,0.0634266984875609,-21.0297285812738,3.50650582821407e-98,2.11236990939093e-97,"CDS",867,"rfbA","2.7.7.24","COG1209","Glucose-1-phosphate thymidylyltransferase 1"
"PHJJKLOP_00135",3597.19809499777,-1.1119953153031,0.06651219171136,-16.7186689641618,9.58358127645905e-63,4.17660004974067e-62,"CDS",441,"","","","Flavodoxin"
"PHJJKLOP_00213",1872.27667352501,-1.71795859328577,0.0753072251504215,-22.8126662462235,3.43286573361457e-115,2.33061224635873e-114,"CDS",285,"groS","","COG0234","10 kDa chaperonin"
"PHJJKLOP_00217",3816.13015309469,-1.34193410830952,0.0615540392992343,-21.800910607766,2.27446972612558e-105,1.45819322484368e-104,"CDS",810,"yycJ","3.-.-.-","COG1235","Putative metallo-hydrolase YycJ"
"PHJJKLOP_00222",6649.88721823484,-1.85705602873209,0.0776517093749479,-23.9151983089663,2.12829299794584e-126,1.53544800863852e-125,"CDS",861,"","","","DegV domain-containing protein"
"PHJJKLOP_00223",2205.40625843325,-2.65661359426038,0.0737533978887678,-36.0202196821763,4.0366388726589e-284,6.39454856335489e-283,"CDS",570,"","","","hypothetical protein"
"PHJJKLOP_00242",1461.02871804929,-2.49460642828298,0.0766903159438125,-32.5283107467006,4.24353445282565e-232,5.45285070890987e-231,"CDS",1533,"ybiT_1","","COG0488","putative ABC transporter ATP-binding protein YbiT"
"PHJJKLOP_00243",36.994207748892,-1.06198735144444,0.312748686686001,-3.39565726941221,0.000684640291331124,0.00101526153157275,"CDS",909,"","","","IS982 family transposase ISEfm1"
"PHJJKLOP_00246",49874.6104839903,-3.08956396819082,0.0498079753714493,-62.0295032100783,0,0,"CDS",369,"rplL","","COG0222","50S ribosomal protein L7/L12"
"PHJJKLOP_00247",109004.566685467,-2.87420740433519,0.0740913528128943,-38.7927510460436,0,0,"CDS",504,"rplJ","","","50S ribosomal protein L10"
"PHJJKLOP_00248",25640.9926466815,-2.54808209499633,0.0576991960217017,-44.1614835332878,0,0,"CDS",690,"rplA","","","50S ribosomal protein L1"
"PHJJKLOP_00249",30211.741313093,-2.6182545047741,0.0563539872509478,-46.4608563208643,0,0,"CDS",423,"rplK","","","50S ribosomal protein L11"
"PHJJKLOP_00254",3292.2241459194,-1.59856107871755,0.0617955740451448,-25.868536758793,1.50546834456584e-147,1.22816681842783e-146,"CDS",546,"nusG","","","Transcription termination/antitermination protein NusG"
"PHJJKLOP_00258",970.578405664165,-1.11978355695399,0.0934770007989495,-11.9792413896806,4.564815981826e-33,1.34916673737286e-32,"CDS",504,"queT_1","","COG4708","Queuosine precursor transporter QueT"
"PHJJKLOP_00259",694.464334410453,-1.85211642552229,0.0921984711951197,-20.0883637387289,9.32859627757484e-90,5.2010832877205e-89,"CDS",966,"ytlR","2.7.1.-","COG1597","Putative lipid kinase YtlR"
"PHJJKLOP_00268",790.705062144757,-1.41364546177871,0.120414656315671,-11.7398122872418,7.96630670442451e-32,2.30891793543533e-31,"CDS",504,"trmL","2.1.1.207","COG0219","tRNA (cytidine(34)-2'-O)-methyltransferase"
"PHJJKLOP_00269",432.273040456795,-1.1371077609032,0.105129983553111,-10.8162079215844,2.88467197675538e-27,7.86585418798325e-27,"CDS",867,"rlmA","2.1.1.187","COG0500","23S rRNA (guanine(745)-N(1))-methyltransferase"
"PHJJKLOP_00270",1145.70798835356,-1.74526254863205,0.0772271142536707,-22.5990905590402,4.42388784392388e-113,2.98313518124056e-112,"CDS",642,"cutC","","COG3142","Copper homeostasis protein CutC"
"PHJJKLOP_00271",3475.95544261687,-1.27911422766189,0.0756398829365302,-16.9105791548514,3.7599462749288e-64,1.65305126977046e-63,"CDS",1362,"mgtE","","COG2239","Magnesium transporter MgtE"
"PHJJKLOP_00282",428.288872372972,-1.77157840046025,0.113052088251016,-15.6704615356306,2.40824258354815e-55,9.74361931776105e-55,"CDS",708,"yfnB_1","3.-.-.-","COG1011","Putative HAD-hydrolase YfnB"
"PHJJKLOP_00286",572.367682797982,-1.20018570650292,0.094288843175353,-12.7288199333497,4.08973598870557e-37,1.28620478468324e-36,"CDS",1122,"sbcD","","","Nuclease SbcCD subunit D"
"PHJJKLOP_00292",12820.4605873115,-1.06537333184623,0.0579904008947814,-18.3715462457184,2.21996318840485e-75,1.11519627283291e-74,"CDS",1770,"aspS","6.1.1.12","","Aspartate--tRNA ligase"
"PHJJKLOP_00293",4698.93102165298,-1.84298139169036,0.0681323443700741,-27.0500216707625,3.81722066593147e-161,3.33199961335242e-160,"CDS",1293,"hisS","6.1.1.21","","Histidine--tRNA ligase"
"PHJJKLOP_00300",388.817529467261,-1.26331387046199,0.122141854356734,-10.3430054923866,4.50192656841556e-25,1.19598652580623e-24,"CDS",489,"","","","hypothetical protein"
"PHJJKLOP_00301",564.235677666021,-2.41394803054232,0.107876828633013,-22.376890951757,6.60953719064382e-111,4.38779475582874e-110,"CDS",672,"","3.2.2.-","","Putative 3-methyladenine DNA glycosylase"
"PHJJKLOP_00307",4766.44304710079,-2.42261863884669,0.0615829844607547,-39.3390911476621,0,0,"CDS",1185,"ackA","2.7.2.1","COG0282","Acetate kinase"
"PHJJKLOP_00308",4066.82428218022,-3.48624039166517,0.0706295149063041,-49.3595403605696,0,0,"CDS",1008,"","","","hypothetical protein"
"PHJJKLOP_00309",11.6571285143322,-1.41016319671826,0.566597454020879,-2.48882727359784,0.0128165215658521,0.0174738914244815,"CDS",360,"","","","hypothetical protein"
"PHJJKLOP_00317",594.686878028274,-1.28946481568269,0.107061802974683,-12.0441163875001,2.08296415499234e-33,6.18689948417367e-33,"CDS",663,"trmB","2.1.1.33","COG0220","tRNA (guanine-N(7)-)-methyltransferase"
"PHJJKLOP_00318",1905.24418797859,-1.01196276641998,0.0691102092641852,-14.6427391436711,1.49905200220101e-48,5.57535614234762e-48,"CDS",783,"thiK","2.7.1.89","","Thiamine kinase"
"PHJJKLOP_00327",331.386904007542,-1.03827382236729,0.114301138548728,-9.08366999270674,1.04974209711571e-19,2.52241399579809e-19,"CDS",837,"ywpJ_1","3.1.3.-","COG0561","Phosphatase YwpJ"
"PHJJKLOP_00331",4.19416633916765,-2.24515690839072,1.04131650410408,-2.15607540987011,0.0310777772668261,0.040935708375221,"CDS",411,"","","","hypothetical protein"
"PHJJKLOP_00348",234.567011491581,-1.21765233075462,0.133918437767365,-9.09249205004807,9.67945407733747e-20,2.3277337757067e-19,"CDS",1755,"","3.6.3.-","COG1132","Putative multidrug export ATP-binding/permease protein"
"PHJJKLOP_00351",891.737562831852,-1.11957188259415,0.0861623466016816,-12.9937487400361,1.32761358327517e-38,4.26946838703099e-38,"CDS",858,"rluD_1","5.4.99.23","COG0564","Ribosomal large subunit pseudouridine synthase D"
"PHJJKLOP_00354",123.918246833628,-1.50805325359588,0.183697804527725,-8.20942448100011,2.22251198823405e-16,4.98815659128392e-16,"CDS",1290,"","","","hypothetical protein"
"PHJJKLOP_00359",43.3531231836161,-1.23252995600667,0.28917830031814,-4.26217995835339,2.02442309829157e-05,3.2816040911126e-05,"CDS",615,"","","","hypothetical protein"
"PHJJKLOP_00363",1938.88644727461,-1.13483630039804,0.070254505447886,-16.153217408097,1.07789710776366e-58,4.53899288416932e-58,"CDS",720,"rluB_1","5.4.99.22","COG1187","Ribosomal large subunit pseudouridine synthase B"
"PHJJKLOP_00364",975.308406542368,-1.40774542126573,0.0831690932885154,-16.9263047798565,2.87895817124617e-64,1.2694551936246e-63,"CDS",1647,"murJ_1","","COG2244","Lipid II flippase MurJ"
"PHJJKLOP_00373",452.521572933105,-2.4274517261817,0.114301376006796,-21.2372922442979,4.32089812945278e-100,2.65097725401263e-99,"CDS",1071,"","","","hypothetical protein"
"PHJJKLOP_00378",21532.4353680862,-4.37826254716877,0.0625177914973068,-70.0322650930077,0,0,"CDS",1722,"","","COG1132","putative ABC transporter ATP-binding protein"
"PHJJKLOP_00379",15992.2402884971,-4.15594193961457,0.0668224889088984,-62.193761523617,0,0,"CDS",1785,"","","COG1132","putative ABC transporter ATP-binding protein"
"PHJJKLOP_00381",14107.6358834933,-1.54258366193435,0.0525692719442058,-29.3438277701765,2.86462338392316e-189,2.96771017697784e-188,"CDS",2415,"leuS","6.1.1.4","","Leucine--tRNA ligase"
"PHJJKLOP_00383",845.740458813617,-1.49473711581935,0.0883512224041674,-16.9181260331815,3.30789154746033e-64,1.45644519016121e-63,"CDS",657,"","","","hypothetical protein"
"PHJJKLOP_00384",3448.29190239628,-1.15917021312406,0.076818288663577,-15.0897687684844,1.89103855992079e-51,7.27733862262578e-51,"CDS",957,"","","","hypothetical protein"
"PHJJKLOP_00386",3773.49749331067,-1.75029063045537,0.0631836029932733,-27.7016590940804,6.66813266716513e-169,6.08670402606476e-168,"CDS",1770,"","","COG1132","putative ABC transporter ATP-binding protein"
"PHJJKLOP_00387",2919.86234572782,-2.18971844964234,0.0664619319452265,-32.9469575372404,4.67690823460166e-238,6.195868696636e-237,"CDS",1713,"","","COG1132","putative ABC transporter ATP-binding protein"
"PHJJKLOP_00389",943.611522986217,-1.91519074743256,0.0903376493917772,-21.2003606505937,9.47674802698408e-100,5.80232793308595e-99,"CDS",789,"","","","hypothetical protein"
"PHJJKLOP_00420",26576.3968669223,-1.08413378286223,0.0532378607284986,-20.3639621883207,3.49172314812692e-92,1.99889466644207e-91,"CDS",1497,"lysS","6.1.1.6","COG1190","Lysine--tRNA ligase"
"PHJJKLOP_00422",2087.1201099779,-1.48081791386579,0.0755194091429437,-19.6084414678469,1.30984505139537e-85,7.10448565919882e-85,"CDS",888,"hslO","","COG1281","33 kDa chaperonin"
"PHJJKLOP_00428",693.793682364946,-1.1299244900995,0.102533916727602,-11.0200070977619,3.06034946118362e-28,8.47612052431429e-28,"CDS",270,"","","","hypothetical protein"
"PHJJKLOP_00429",1623.78673540378,-1.12721746997636,0.0746272446082799,-15.1046374000963,1.5093438619969e-51,5.83093615847577e-51,"CDS",1596,"murJ_2","","COG2244","Lipid II flippase MurJ"
"PHJJKLOP_00431",487.653769695903,-1.23909452530132,0.0992646037874057,-12.4827428713167,9.27360525304778e-36,2.86830311235796e-35,"CDS",561,"pth","3.1.1.29","","Peptidyl-tRNA hydrolase"
"PHJJKLOP_00432",48184.4779840102,-1.78534700673095,0.0597992517752553,-29.8556746736708,7.40931569209982e-196,8.06672406623522e-195,"CDS",975,"ldh_1","1.1.1.27","COG0039","L-lactate dehydrogenase"
"PHJJKLOP_00435",226.575963039507,-1.12282942793832,0.134065926997585,-8.375203551597,5.51285041280375e-17,1.25421535987344e-16,"CDS",507,"","","","hypothetical protein"
"PHJJKLOP_00460",456.288458301378,-1.08130526510565,0.112480640669965,-9.61325663389806,7.02899335973421e-22,1.75812916616911e-21,"CDS",825,"znuB","","COG1108","High-affinity zinc uptake system membrane protein ZnuB"
"PHJJKLOP_00462",1116.29262587598,-1.70429917201911,0.0841516658009109,-20.2527086754432,3.36233576573662e-91,1.89226189522847e-90,"CDS",939,"znuA","","COG0803","High-affinity zinc uptake system binding-protein ZnuA"
"PHJJKLOP_00468",2213.65989701917,-1.07434377359785,0.0644033307905162,-16.6814939601858,1.78693561513819e-62,7.77628667401706e-62,"CDS",1242,"cinA","","COG1058","Putative competence-damage inducible protein"
"PHJJKLOP_00476",48.3205576222031,-3.06411878627926,0.347415906757604,-8.81974235110982,1.14723388921407e-18,2.70032882414067e-18,"CDS",579,"sigH","","COG1595","RNA polymerase sigma-H factor"
"PHJJKLOP_00477",1851.19373980324,-1.16371748181424,0.0813756105158034,-14.300568369785,2.17029770491963e-46,7.82876063678238e-46,"CDS",531,"","","","hypothetical protein"
"PHJJKLOP_00478",2913.52827407438,-1.07727303463284,0.0834882578259554,-12.9032879914513,4.31294495227846e-38,1.37958944306856e-37,"CDS",861,"","2.1.1.-","","Putative TrmH family tRNA/rRNA methyltransferase"
"PHJJKLOP_00479",1139.34695377184,-1.52839498485137,0.0804535734325823,-18.9972293291872,1.7978830624601e-80,9.34524633507907e-80,"CDS",396,"mrnC","3.1.26.-","COG1939","Mini-ribonuclease 3"
"PHJJKLOP_00480",3902.302596763,-1.59370724741503,0.0607413648166422,-26.2375936435722,9.90304260288412e-152,8.23603043139862e-151,"CDS",1413,"cysS","6.1.1.16","COG0215","Cysteine--tRNA ligase"
"PHJJKLOP_00481",1478.63377049977,-1.1394783374563,0.0756205060987419,-15.0683775637314,2.61455029804302e-51,1.00358507594113e-50,"CDS",537,"cysE","2.3.1.30","COG1045","Serine acetyltransferase"
"PHJJKLOP_00490",16.5876748166476,-2.37530079546841,0.521791295687893,-4.55220471306825,5.30866416937368e-06,8.81538575879357e-06,"CDS",933,"yfmO_1","","","Multidrug efflux protein YfmO"
"PHJJKLOP_00493",222.154744523219,-2.52659758381966,0.162928088064049,-15.5074402077708,3.08952351968727e-54,1.23333778905916e-53,"CDS",447,"","","","hypothetical protein"
"PHJJKLOP_00495",254.492098831922,-1.57322157187055,0.140052907338332,-11.2330518642505,2.80615401684221e-29,7.88144946193769e-29,"CDS",240,"yodC_1","1.-.-.-","COG0778","Putative NAD(P)H nitroreductase YodC"
"PHJJKLOP_00496",230.438319456377,-1.91223520792072,0.142039639705423,-13.4626869786949,2.59312022624687e-41,8.72337298582374e-41,"CDS",393,"yodC_2","1.-.-.-","COG0778","Putative NAD(P)H nitroreductase YodC"
"PHJJKLOP_00497",360.512681637981,-2.70969622759174,0.12825747171347,-21.1270048550876,4.49149552988528e-99,2.73880603186894e-98,"CDS",465,"","","","hypothetical protein"
"PHJJKLOP_00498",10643.8858499939,-1.44119269069068,0.053106998384405,-27.1375286597612,3.55370935456105e-162,3.12017765617472e-161,"CDS",1269,"","","","hypothetical protein"
"PHJJKLOP_00502",674.952414092157,-2.49283709206002,0.102353727576463,-24.3551177967383,5.11692449345022e-131,3.82046681630672e-130,"CDS",873,"sacY","","COG3711","Levansucrase and sucrase synthesis operon antiterminator"
"PHJJKLOP_00503",896.348259457959,-2.5433031603141,0.0918920441341555,-27.6770767728386,1.31825539720713e-168,1.19965248001159e-167,"CDS",1959,"ptsG_2","2.7.1.199","COG1263","PTS system glucose-specific EIICBA component"
"PHJJKLOP_00511",323.851297752675,-1.83427314042057,0.139811798971947,-13.1195875734967,2.54315174972335e-39,8.27630036812144e-39,"CDS",708,"ygaZ_1","","COG1296","Inner membrane protein YgaZ"
"PHJJKLOP_00512",279.853558905826,-2.06008843052616,0.15338161247084,-13.431130350894,3.97300388216953e-41,1.3320463183892e-40,"CDS",324,"","","","hypothetical protein"
"PHJJKLOP_00514",1976.2658459571,-2.15816150995156,0.0743805498739542,-29.0151324991385,4.23969809153332e-185,4.24536992844507e-184,"CDS",984,"dus","1.3.1.-","","putative tRNA-dihydrouridine synthase"
"PHJJKLOP_00516",1865.56300505948,-1.3118662631774,0.0717356964956506,-18.2874960063563,1.04087819932747e-74,5.17672645977813e-74,"CDS",936,"yadG","","COG1131","putative ABC transporter ATP-binding protein YadG"
"PHJJKLOP_00539",17.6801442556845,-1.17052806133162,0.45467256474842,-2.5744418117229,0.0100401973262975,0.0138144994462016,"CDS",504,"","","","hypothetical protein"
"PHJJKLOP_00543",26.9386616768827,-1.73231826870192,0.387356173256991,-4.47215867023918,7.74339363820045e-06,1.27523215361783e-05,"CDS",1005,"","","","hypothetical protein"
"PHJJKLOP_00544",85.8301626550651,-1.2894837076904,0.213528825167399,-6.03892100600231,1.55148169640117e-09,2.88876629292606e-09,"CDS",912,"","","","hypothetical protein"
"PHJJKLOP_00545",633.928977685965,-1.2449959760068,0.0942552212328902,-13.2087746410419,7.80852091371766e-40,2.56064749350172e-39,"CDS",216,"","","","hypothetical protein"
"PHJJKLOP_00546",438.50080720742,-1.25160085851097,0.107916297494286,-11.5978854683857,4.22385866622348e-31,1.20670160750698e-30,"CDS",1440,"ribZ_1","","","Riboflavin transporter RibZ"
"PHJJKLOP_00547",91.010504782088,-1.35581290270428,0.207027227446325,-6.54895937808851,5.79393874960416e-11,1.12643198807239e-10,"CDS",633,"","","","hypothetical protein"
"PHJJKLOP_00548",127.693241883084,-1.78579968001058,0.185857210025612,-9.60844984041504,7.36493884715517e-22,1.83908481304275e-21,"CDS",1452,"","","","hypothetical protein"
"PHJJKLOP_00549",71.9713631051869,-1.15147660522808,0.226623310717778,-5.08101572420345,3.7542203757047e-07,6.46728182097807e-07,"CDS",1344,"noxE","1.6.99.3","COG0446","NADH oxidase"
"PHJJKLOP_00550",1795.86302801529,-1.00786228665916,0.0698059866153007,-14.4380494500201,2.98161196274919e-47,1.08998122301234e-46,"CDS",5928,"","","","hypothetical protein"
"PHJJKLOP_00555",77.6980931323802,-1.4929522473524,0.22623451351125,-6.59913566759193,4.13561736772174e-11,8.07173298497972e-11,"CDS",195,"","","","hypothetical protein"
"PHJJKLOP_00556",19.6239782071076,-2.26957035685647,0.503690099165344,-4.50588637858346,6.60964497725879e-06,1.09333022441507e-05,"CDS",189,"","","","hypothetical protein"
"PHJJKLOP_00557",98.2502391832254,-1.64167805900138,0.206439226720778,-7.95235520438108,1.82998660040741e-15,4.04054563541283e-15,"CDS",1128,"","","","ISL3 family transposase IS1251"
"PHJJKLOP_00558",628.849006997585,-1.43600407413387,0.0945345061906905,-15.1902636613686,4.10266159948288e-52,1.5973171428936e-51,"CDS",1617,"","","","hypothetical protein"
